go_id	accession	type	name	definition
47617	Go.5815	GO Type 01	mwrdaw	Definition of mwrdaw
29023	Go.3024	GO Type 02	guoefg	Definition of guoefg
85678	Go.3901	GO Type 02	orgryn	Definition of orgryn
30652	Go.9382	GO Type 02	mjrtjm	Definition of mjrtjm
77319	Go.5356	GO Type 01	jhblsq	Definition of jhblsq
95174	Go.4399	GO Type 02	cytrbz	Definition of cytrbz
12657	Go.7732	GO Type 03	tokzpl	Definition of tokzpl
22132	Go.7654	GO Type 01	glihca	Definition of glihca
60648	Go.8036	GO Type 03	utkmzg	Definition of utkmzg
78868	Go.6227	GO Type 02	bqclql	Definition of bqclql
79281	Go.9522	GO Type 01	ewfpim	Definition of ewfpim
9777	Go.2465	GO Type 02	itntia	Definition of itntia
91845	Go.3065	GO Type 02	nxdwoi	Definition of nxdwoi
91893	Go.3557	GO Type 03	tuxuuv	Definition of tuxuuv
30448	Go.4655	GO Type 01	hmmcsd	Definition of hmmcsd
67217	Go.9362	GO Type 02	igkwhi	Definition of igkwhi
73838	Go.2401	GO Type 01	wxxjnn	Definition of wxxjnn
64433	Go.1419	GO Type 03	cipyqd	Definition of cipyqd
57534	Go.4838	GO Type 02	szztrn	Definition of szztrn
93180	Go.3987	GO Type 01	vaaqll	Definition of vaaqll
91212	Go.4651	GO Type 01	ysbvbw	Definition of ysbvbw
8924	Go.5569	GO Type 03	lpgvon	Definition of lpgvon
17167	Go.5889	GO Type 02	dseeju	Definition of dseeju
61014	Go.1809	GO Type 02	fpwfqn	Definition of fpwfqn
23074	Go.7544	GO Type 02	jhjztx	Definition of jhjztx
69833	Go.4568	GO Type 03	pndbfn	Definition of pndbfn
15012	Go.4678	GO Type 01	njjgdh	Definition of njjgdh
97865	Go.2561	GO Type 02	xijpwu	Definition of xijpwu
60453	Go.3998	GO Type 02	rzhajc	Definition of rzhajc
88273	Go.7271	GO Type 01	vwehqj	Definition of vwehqj
3539	Go.1860	GO Type 02	bzqvuy	Definition of bzqvuy
46218	Go.6817	GO Type 02	ipjnpw	Definition of ipjnpw
72337	Go.2827	GO Type 01	zsrpdc	Definition of zsrpdc
82776	Go.6892	GO Type 01	xrplcj	Definition of xrplcj
71950	Go.6486	GO Type 03	fkanlk	Definition of fkanlk
73622	Go.8152	GO Type 02	xcufpx	Definition of xcufpx
75840	Go.1577	GO Type 03	hihnpy	Definition of hihnpy
2236	Go.6145	GO Type 02	ejhfiy	Definition of ejhfiy
67389	Go.4859	GO Type 02	rninql	Definition of rninql
24839	Go.2968	GO Type 01	cdzazc	Definition of cdzazc
6101	Go.7087	GO Type 02	kthntl	Definition of kthntl
55891	Go.4347	GO Type 02	nfpznf	Definition of nfpznf
25528	Go.663	GO Type 03	onligf	Definition of onligf
34951	Go.8310	GO Type 03	lxmmmr	Definition of lxmmmr
48064	Go.3397	GO Type 01	wnubzj	Definition of wnubzj
5353	Go.1453	GO Type 03	lknlgz	Definition of lknlgz
22076	Go.8932	GO Type 01	hecntl	Definition of hecntl
41869	Go.8587	GO Type 03	ssivbl	Definition of ssivbl
14959	Go.1702	GO Type 03	fticfu	Definition of fticfu
51438	Go.1468	GO Type 02	cnnpog	Definition of cnnpog
89005	Go.8923	GO Type 01	recryw	Definition of recryw
45540	Go.8771	GO Type 02	qlrxhw	Definition of qlrxhw
75777	Go.1873	GO Type 03	xrnxtk	Definition of xrnxtk
19862	Go.1815	GO Type 03	fqzjak	Definition of fqzjak
20201	Go.730	GO Type 01	zifwgj	Definition of zifwgj
25424	Go.8959	GO Type 03	hnlxim	Definition of hnlxim
43404	Go.3335	GO Type 02	evntpq	Definition of evntpq
72998	Go.5638	GO Type 03	iuomtk	Definition of iuomtk
35837	Go.4247	GO Type 02	xvivqi	Definition of xvivqi
46164	Go.3667	GO Type 03	worhve	Definition of worhve
56870	Go.6922	GO Type 02	kgnved	Definition of kgnved
20844	Go.7843	GO Type 01	pcadmh	Definition of pcadmh
88606	Go.8839	GO Type 01	othkoz	Definition of othkoz
11673	Go.403	GO Type 02	wjbgyj	Definition of wjbgyj
48627	Go.608	GO Type 01	wxhxoy	Definition of wxhxoy
71424	Go.1461	GO Type 01	adoylg	Definition of adoylg
89866	Go.2988	GO Type 01	sagmgm	Definition of sagmgm
8891	Go.4349	GO Type 01	yiqxoi	Definition of yiqxoi
17856	Go.2173	GO Type 03	ywuemt	Definition of ywuemt
40190	Go.302	GO Type 03	kgkppz	Definition of kgkppz
42727	Go.4312	GO Type 03	pyitkj	Definition of pyitkj
60931	Go.4015	GO Type 02	erftfn	Definition of erftfn
56864	Go.1181	GO Type 03	zqpbgh	Definition of zqpbgh
91977	Go.9678	GO Type 03	frgomb	Definition of frgomb
98592	Go.3410	GO Type 01	zhammw	Definition of zhammw
79213	Go.4020	GO Type 01	ywxobw	Definition of ywxobw
65815	Go.8378	GO Type 02	nmnwzl	Definition of nmnwzl
46603	Go.3173	GO Type 02	zaydlz	Definition of zaydlz
23082	Go.325	GO Type 03	iutirz	Definition of iutirz
43644	Go.4888	GO Type 03	arpezy	Definition of arpezy
81204	Go.3390	GO Type 01	dpdtju	Definition of dpdtju
66154	Go.5129	GO Type 01	zizymt	Definition of zizymt
81624	Go.5465	GO Type 02	sfnbvy	Definition of sfnbvy
55773	Go.755	GO Type 03	mprhri	Definition of mprhri
5778	Go.7071	GO Type 02	qkdjao	Definition of qkdjao
72916	Go.7339	GO Type 02	kqwxjy	Definition of kqwxjy
49081	Go.529	GO Type 01	wuikql	Definition of wuikql
10213	Go.7699	GO Type 03	xcjfmy	Definition of xcjfmy
37602	Go.4841	GO Type 01	yydpdd	Definition of yydpdd
3038	Go.3755	GO Type 03	mzyzra	Definition of mzyzra
97737	Go.1167	GO Type 02	fkrtoy	Definition of fkrtoy
18232	Go.2258	GO Type 02	jyhrsf	Definition of jyhrsf
83237	Go.9231	GO Type 02	hbapxj	Definition of hbapxj
77465	Go.6928	GO Type 02	hwquus	Definition of hwquus
6197	Go.4412	GO Type 03	yxfavw	Definition of yxfavw
46481	Go.3066	GO Type 02	ildoil	Definition of ildoil
37958	Go.9376	GO Type 02	btofgq	Definition of btofgq
85659	Go.8504	GO Type 01	bkdrxe	Definition of bkdrxe
29483	Go.6419	GO Type 01	zmejqy	Definition of zmejqy
54269	Go.4659	GO Type 02	wqzsiy	Definition of wqzsiy
22622	Go.4227	GO Type 01	zjvcbi	Definition of zjvcbi
65535	Go.7462	GO Type 01	xtxgfj	Definition of xtxgfj
25994	Go.8357	GO Type 01	ctzzzn	Definition of ctzzzn
27646	Go.7758	GO Type 01	ptcsnp	Definition of ptcsnp
36036	Go.6315	GO Type 03	bwyhab	Definition of bwyhab
9841	Go.7943	GO Type 02	dgfgsh	Definition of dgfgsh
22022	Go.6124	GO Type 02	udqzwu	Definition of udqzwu
69884	Go.2184	GO Type 02	rkctrw	Definition of rkctrw
27974	Go.1222	GO Type 02	siiavy	Definition of siiavy
67303	Go.3147	GO Type 01	buqkje	Definition of buqkje
16520	Go.6190	GO Type 02	phnyfb	Definition of phnyfb
56921	Go.6185	GO Type 01	wwxgme	Definition of wwxgme
83366	Go.9425	GO Type 02	qxloev	Definition of qxloev
