s_id	e_id	pb_id	mu_id	exp
0000867996	00729	0048935808	001	170
0000867996	00729	0058169054	001	136
0000867996	00729	0041696540	001	163
0000867996	00729	0031287428	001	10
0000867996	00729	0015528672	001	157
0000867996	00729	0065717171	001	85
0000867996	00729	0043900711	001	127
0000867996	00729	0074281614	001	9
0000867996	00729	0028002195	001	147
0000867996	00729	0096815548	001	88
0000867996	00729	0093987300	001	45
0000867996	00729	0087920175	001	159
0000867996	00729	0046582313	001	5
0000867996	00729	0020661297	001	4
0000867996	00729	0089519898	001	153
0000867996	00729	0042764162	001	96
0000867996	00729	0016813154	001	96
0000867996	00729	0021400422	001	139
0000867996	00729	0039333261	001	126
0000867996	00729	0054364130	001	85
0000867996	00729	0055995820	001	31
0000867996	00729	0038753889	001	96
0000867996	00729	0084150087	001	29
0000867996	00729	0092444335	001	115
0000867996	00729	0037214171	001	77
0000867996	00729	0014320344	001	184
0000867996	00729	0062730274	001	169
0000867996	00729	0037136365	001	53
0000867996	00729	0088747898	001	150
0000867996	00729	0059332581	001	196
0000867996	00729	0021937582	001	6
0000867996	00729	0048857147	001	64
0000867996	00729	0039890084	001	66
0000867996	00729	0087304779	001	171
0000867996	00729	0043829674	001	129
0000867996	00729	0070824241	001	20
0000867996	00729	0062480913	001	172
0000867996	00729	0018766927	001	148
0000867996	00729	0078755916	001	114
0000867996	00729	0037413012	001	134
0000867996	00729	0002210133	001	86
0000867996	00729	0017305463	001	106
0000867996	00729	0063000195	001	132
0000867996	00729	0047365100	001	70
0000867996	00729	0035226687	001	180
0000867996	00729	0026824306	001	16
0000867996	00729	0019852952	001	184
0000867996	00729	0062198222	001	135
0000867996	00729	0087189898	001	151
0000867996	00729	0039741346	001	127
0000867996	00729	0095349912	001	136
0000867996	00729	0065218613	001	129
0000867996	00729	0031694037	001	73
0000867996	00729	0076490327	001	37
0000867996	00729	0004753570	001	4
0000867996	00729	0070027429	001	58
0000867996	00729	0061898145	001	27
0000867996	00729	0047789127	001	179
0000867996	00729	0091902285	001	60
0000867996	00729	0088588006	001	7
0000867996	00729	0058274010	001	68
0000867996	00729	0039388438	001	99
0000867996	00729	0016623602	001	43
0000867996	00729	0065633193	001	26
0000867996	00729	0073562591	001	197
0000867996	00729	0098330821	001	108
0000867996	00729	0060861377	001	193
0000867996	00729	0071171653	001	9
0000867996	00729	0026654769	001	95
0000867996	00729	0039300092	001	144
0000867996	00729	0045099291	001	48
0000867996	00729	0099089965	001	142
0000867996	00729	0097631809	001	99
0000867996	00729	0014244584	001	190
0000867996	00729	0081963143	001	163
0000867996	00729	0050809922	001	143
0000867996	00729	0030355683	001	168
0000867996	00729	0060847723	001	161
0000867996	00729	0026123317	001	76
0000867996	00729	0057940778	001	33
0000867996	00729	0087530993	001	168
0000867996	00729	0084925514	001	16
0000867996	00729	0044625421	001	3
0000867996	00729	0096696415	001	121
0000867996	00729	0021670867	001	9
0000867996	00729	0014809894	001	92
0000867996	00729	0015024581	001	41
0000867996	00729	0075065164	001	119
0000867996	00729	0069192826	001	8
0000867996	00729	0061263276	001	60
0000867996	00729	0074357723	001	70
0000867996	00729	0004819911	001	165
0000867996	00729	0066555028	001	126
0000867996	00729	0081771004	001	13
0000867996	00729	0093493039	001	152
0000867996	00729	0027309134	001	83
0000867996	00729	0061183191	001	153
0000867996	00729	0017922945	001	134
0000867996	00729	0009526003	001	64
0000867996	00729	0006566229	001	163
0000867996	00729	0050147415	001	165
0000867996	00729	0003367993	001	19
0000867996	00729	0087290322	001	11
0000867996	00729	0035959967	001	84
0000867996	00729	0097579590	001	36
0000867996	00729	0048720336	001	164
0000867996	00729	0025626915	001	200
0000867996	00729	0019411389	001	156
0000867996	00729	0023347521	001	42
0000867996	00729	0074133813	001	75
0000867996	00729	0051450463	001	3
0000867996	00729	0066749951	001	78
0000867996	00729	0022976057	001	120
0000867996	00729	0062291006	001	199
0000867996	00729	0017175015	001	83
0000867996	00729	0076994353	001	86
0000867996	00729	0098852216	001	183
0000867996	00729	0057610024	001	157
0000867996	00729	0026214597	001	94
0000867996	00729	0002992703	001	106
0000867996	00729	0043169474	001	118
0000867996	00729	0084610864	001	178
0000867996	00729	0064227133	001	42
0000867996	00729	0017463107	001	125
0000867996	00729	0058956857	001	60
0000867996	00729	0051804400	001	53
0000867996	00729	0045851330	001	54
0000867996	00729	0060265570	001	1
0000867996	00729	0062855735	001	139
0000867996	00729	0000008191	001	62
0000867996	00729	0086851718	001	157
0000867996	00729	0053063063	001	104
0000867996	00729	0011391825	001	72
0000867996	00729	0078737809	001	35
0000867996	00729	0026806825	001	166
0000867996	00729	0077796422	001	67
0000867996	00729	0009789922	001	21
0000867996	00729	0039205908	001	173
0000867996	00729	0034188982	001	59
0000867996	00729	0072905736	001	190
0000867996	00729	0010166204	001	96
0000867996	00729	0012835461	001	84
0000867996	00729	0074267188	001	92
0000867996	00729	0098282093	001	105
0000867996	00729	0015138320	001	148
0000867996	00729	0099141506	001	4
0000867996	00729	0094219117	001	19
0000867996	00729	0048557580	001	13
0000867996	00729	0016916475	001	74
0000867996	00729	0093124034	001	183
0000867996	00729	0002719519	001	79
0000867996	00729	0039702415	001	19
0000867996	00729	0033152868	001	138
0000867996	00729	0025601881	001	46
0000867996	00729	0080433564	001	111
0000867996	00729	0086662542	001	118
0000867996	00729	0031272050	001	194
0000867996	00729	0059698495	001	38
0000867996	00729	0012363205	001	86
0000867996	00729	0041279884	001	79
0000867996	00729	0068273503	001	190
0000867996	00729	0090588415	001	21
0000867996	00729	0098468967	001	64
0000867996	00729	0004594927	001	32
0000867996	00729	0042571399	001	131
0000867996	00729	0027004656	001	63
0000867996	00729	0015821487	001	87
0000867996	00729	0022285607	001	180
0000867996	00729	0032086762	001	182
0000867996	00729	0007075876	001	182
0000867996	00729	0086710502	001	95
0000867996	00729	0013679213	001	106
0000867996	00729	0090587010	001	15
0000867996	00729	0065442754	001	85
0000867996	00729	0041998424	001	53
0000867996	00729	0037547944	001	81
0000867996	00729	0073367056	001	199
0000867996	00729	0097019239	001	153
0000867996	00729	0000712222	001	32
0000867996	00729	0028874718	001	154
0000867996	00729	0081815533	001	77
0000867996	00729	0055235589	001	3
0000867996	00729	0046472470	001	166
0000867996	00729	0078371861	001	42
0000867996	00729	0006502824	001	90
0000867996	00729	0064729627	001	67
0000867996	00729	0058200335	001	111
0000867996	00729	0020999197	001	119
0000867996	00729	0021763805	001	157
0000867996	00729	0057981554	001	29
0000867996	00729	0042797334	001	59
0000867996	00729	0051762661	001	160
0000867996	00729	0012936021	001	41
0000867996	00729	0076107732	001	193
0000867996	00729	0094861044	001	74
0000867996	00729	0038744853	001	99
0000867996	00729	0084130861	001	112
0000867996	00729	0023750380	001	133
0000867996	00729	0012568351	001	136
0000867996	00729	0041839939	001	116
0000867996	00729	0083699127	001	36
0000867996	00729	0041665327	001	127
0000867996	00729	0016637116	001	38
0000867996	00729	0088047959	001	77
0000867996	00729	0037641391	001	12
0000867996	00729	0040870692	001	100
0000867996	00729	0020107499	001	77
0000867996	00729	0094699783	001	140
0000867996	00729	0045692046	001	123
0000867996	00729	0089884487	001	37
0000867996	00729	0000647338	001	73
0000867996	00729	0048452604	001	160
0000867996	00729	0023419170	001	62
0000867996	00729	0031236263	001	183
0000867996	00729	0022127914	001	69
0000867996	00729	0033086581	001	196
0000867996	00729	0035069059	001	44
0000867996	00729	0088010162	001	112
0000867996	00729	0024754729	001	39
0000867996	00729	0014143138	001	194
0000867996	00729	0075545570	001	200
0000867996	00729	0034364514	001	111
0000867996	00729	0046348662	001	178
0000867996	00729	0074216803	001	4
0000867996	00729	0096010326	001	44
0000867996	00729	0059200461	001	5
0000867996	00729	0009257385	001	147
0000867996	00729	0014320877	001	54
0000867996	00729	0021483857	001	112
0000867996	00729	0049019154	001	24
0000867996	00729	0044656184	001	95
0000867996	00729	0041887029	001	48
0000867996	00729	0076494091	001	118
0000867996	00729	0007266549	001	118
0000867996	00729	0002398414	001	77
0000867996	00729	0061614873	001	193
0000867996	00729	0047062357	001	17
0000867996	00729	0074248862	001	83
0000867996	00729	0008355781	001	174
0000867996	00729	0078344311	001	74
0000867996	00729	0099693670	001	18
0000867996	00729	0062943298	001	19
0000867996	00729	0087208006	001	16
0000867996	00729	0028015966	001	76
0000867996	00729	0018709686	001	132
0000867996	00729	0030131703	001	79
0000867996	00729	0007408992	001	103
0000867996	00729	0045767524	001	34
0000867996	00729	0066348651	001	171
0000867996	00729	0002272406	001	144
0000867996	00729	0065251939	001	160
0000867996	00729	0044523357	001	112
0000867996	00729	0037800705	001	31
0000867996	00729	0008506090	001	24
0000867996	00729	0018356310	001	6
0000867996	00729	0083201028	001	44
0000867996	00729	0024007547	001	139
0000867996	00729	0029284011	001	166
0000867996	00729	0095886637	001	136
0000867996	00729	0012258450	001	51
0000867996	00729	0086053581	001	78
0000867996	00729	0031066645	001	117
0000867996	00729	0073740333	001	39
0000867996	00729	0098265031	001	148
0000867996	00729	0006038452	001	63
0000867996	00729	0034027865	001	90
0000867996	00729	0081159909	001	194
0000867996	00729	0083969571	001	159
0000867996	00729	0085915778	001	115
0000867996	00729	0018482378	001	181
0000867996	00729	0029230434	001	168
0000867996	00729	0098915672	001	62
0000867996	00729	0089637898	001	20
0000867996	00729	0040508491	001	155
0000867996	00729	0044099877	001	110
0000867996	00729	0070091630	001	185
0000867996	00729	0084497127	001	176
0000867996	00729	0041316086	001	74
0000867996	00729	0012877680	001	88
0000867996	00729	0009861912	001	193
0000867996	00729	0010213199	001	51
0000867996	00729	0029033190	001	95
0000867996	00729	0062840385	001	168
0000867996	00729	0067887247	001	193
0000867996	00729	0008676201	001	32
0000867996	00729	0078451787	001	48
0000867996	00729	0085949840	001	84
0000867996	00729	0080285694	001	54
0000867996	00729	0054308648	001	73
0000867996	00729	0092228349	001	157
0000867996	00729	0093238948	001	59
0000867996	00729	0089615850	001	123
0000867996	00729	0011013122	001	188
0000867996	00729	0067157237	001	81
0000867996	00729	0024264484	001	68
0000867996	00729	0011222981	001	167
0000867996	00729	0001408958	001	137
0000867996	00729	0003113924	001	108
0000867996	00729	0088325634	001	149
0000867996	00729	0008855229	001	42
0000867996	00729	0039702707	001	31
0000867996	00729	0033314324	001	41
0000867996	00729	0063291438	001	128
0000867996	00729	0059431806	001	62
0000867996	00729	0083339794	001	154
0000867996	00729	0020090024	001	137
0000867996	00729	0041884330	001	72
0000867996	00729	0095894310	001	98
0000867996	00729	0037575844	001	65
0000867996	00729	0066615898	001	11
0000867996	00729	0005125256	001	100
0000867996	00729	0056328457	001	192
0000867996	00729	0059515073	001	32
0000867996	00729	0004384417	001	198
0000867996	00729	0003911607	001	7
0000867996	00729	0055800201	001	21
0000867996	00729	0035184409	001	191
0000867996	00729	0002107550	001	136
0000867996	00729	0004106891	001	189
0000867996	00729	0048274140	001	57
0000867996	00729	0074714098	001	66
0000867996	00729	0098001419	001	172
0000867996	00729	0056199237	001	19
0000867996	00729	0065030086	001	93
0000867996	00729	0061962780	001	72
0000867996	00729	0056836006	001	28
0000867996	00729	0085137117	001	85
0000867996	00729	0069145571	001	54
0000867996	00729	0043370060	001	19
0000867996	00729	0089644373	001	112
0000867996	00729	0024176827	001	113
0000867996	00729	0020007866	001	130
0000867996	00729	0011792230	001	73
0000867996	00729	0000290908	001	169
0000867996	00729	0068870656	001	72
0000867996	00729	0086492181	001	45
0000867996	00729	0076124846	001	18
0000867996	00729	0083492104	001	57
0000867996	00729	0034644475	001	35
0000867996	00729	0064092121	001	95
0000867996	00729	0087520288	001	106
0000867996	00729	0064123193	001	65
0000867996	00729	0056343205	001	74
0000867996	00729	0080667942	001	78
0000867996	00729	0045312416	001	32
0000867996	00729	0087986793	001	156
0000867996	00729	0004382182	001	82
0000867996	00729	0017023816	001	191
0000867996	00729	0050044944	001	181
0000867996	00729	0009458538	001	97
0000867996	00729	0041256930	001	58
0000867996	00729	0044512132	001	133
0000867996	00729	0088666488	001	135
0000867996	00729	0036296956	001	103
0000867996	00729	0002692181	001	178
0000867996	00729	0060750315	001	149
0000867996	00729	0034782318	001	88
0000867996	00729	0053166352	001	101
0000867996	00729	0081043605	001	24
0000867996	00729	0071553817	001	29
0000867996	00729	0023868407	001	32
0000867996	00729	0088157979	001	126
0000867996	00729	0011874873	001	157
0000867996	00729	0062432238	001	51
0000867996	00729	0083981130	001	113
0000867996	00729	0007520481	001	133
0000867996	00729	0075560388	001	96
0000867996	00729	0067194805	001	81
0000867996	00729	0047802661	001	136
0000867996	00729	0099378778	001	19
0000867996	00729	0093692619	001	148
0000867996	00729	0030689521	001	122
0000867996	00729	0020126450	001	140
0000867996	00729	0081624533	001	161
0000867996	00729	0053698799	001	60
0000867996	00729	0011639834	001	129
0000867996	00729	0084387871	001	198
0000867996	00729	0023241403	001	173
0000867996	00729	0041374259	001	59
0000867996	00729	0011597278	001	120
0000867996	00729	0046315074	001	133
0000867996	00729	0058391807	001	27
0000867996	00729	0076047314	001	148
0000867996	00729	0070838747	001	25
0000867996	00729	0013799677	001	59
0000867996	00729	0027032756	001	184
0000867996	00729	0094556743	001	181
0000867996	00729	0003613085	001	55
0000867996	00729	0017459273	001	46
0000867996	00729	0047573883	001	123
0000867996	00729	0010542632	001	125
0000867996	00729	0050172518	001	112
0000867996	00729	0000687990	001	24
0000867996	00729	0083535294	001	105
0000867996	00729	0011396439	001	182
0000867996	00729	0081669603	001	173
0000867996	00729	0035313591	001	29
0000867996	00729	0044208643	001	28
0000867996	00729	0005428292	001	172
0000867996	00729	0095189667	001	4
0000867996	00729	0034754704	001	149
0000867996	00729	0084492058	001	8
0000867996	00729	0024907170	001	17
0000867996	00729	0049065693	001	29
0000867996	00729	0069870165	001	91
0000867996	00729	0074991104	001	45
0000867996	00729	0040278623	001	124
0000867996	00729	0032520283	001	197
0000867996	00729	0046590047	001	15
0000867996	00729	0087761529	001	31
0000867996	00729	0074494936	001	138
0000867996	00729	0093388856	001	97
0000867996	00729	0023505546	001	188
0000867996	00729	0093878029	001	195
0000867996	00729	0089466392	001	55
0000867996	00729	0079922737	001	97
0000867996	00729	0016381969	001	199
0000867996	00729	0013393270	001	78
0000867996	00729	0022356105	001	24
0000867996	00729	0038274272	001	22
0000867996	00729	0041069548	001	187
0000867996	00729	0038339682	001	95
0000867996	00729	0096211086	001	68
0000867996	00729	0040991581	001	91
0000867996	00729	0043708890	001	102
0000867996	00729	0009803493	001	39
0000867996	00729	0099747209	001	105
0000867996	00729	0055499643	001	85
0000867996	00729	0058837773	001	193
0000867996	00729	0010175311	001	180
0000867996	00729	0077831688	001	187
0000867996	00729	0068856754	001	155
0000867996	00729	0050673503	001	54
0000867996	00729	0089158650	001	200
0000867996	00729	0025919099	001	8
0000867996	00729	0016090466	001	68
0000867996	00729	0067656952	001	172
0000867996	00729	0039436007	001	5
0000867996	00729	0055665753	001	104
0000867996	00729	0026079599	001	113
0000867996	00729	0040436417	001	55
0000867996	00729	0032010257	001	15
0000867996	00729	0065762994	001	105
0000867996	00729	0068129123	001	191
0000867996	00729	0079261596	001	60
0000867996	00729	0095755108	001	173
0000867996	00729	0051018719	001	180
0000867996	00729	0091155067	001	147
0000867996	00729	0077237212	001	166
0000867996	00729	0071659756	001	16
0000867996	00729	0039912323	001	179
0000867996	00729	0013570537	001	23
0000867996	00729	0026944656	001	4
0000867996	00729	0073284838	001	134
0000867996	00729	0000931421	001	149
0000867996	00729	0018975811	001	149
0000867996	00729	0069713285	001	10
0000867996	00729	0028467658	001	103
0000867996	00729	0079788465	001	94
0000867996	00729	0093435679	001	124
0000867996	00729	0009880995	001	5
0000867996	00729	0094430953	001	105
0000867996	00729	0056646899	001	32
0000867996	00729	0016862014	001	103
0000867996	00729	0025564000	001	107
0000867996	00729	0095961888	001	127
0000867996	00729	0022153694	001	192
0000867996	00729	0011372170	001	26
0000867996	00729	0099893989	001	126
0000867996	00729	0050670579	001	41
0000867996	00729	0055952362	001	9
0000867996	00729	0058092851	001	130
0000867996	00729	0064137234	001	192
0000867996	00729	0027738252	001	93
0000867996	00729	0047546231	001	181
0000867996	00729	0021109344	001	5
0000867996	00729	0020369142	001	34
0000867996	00729	0004739228	001	22
0000867996	00729	0089458735	001	40
0000867996	00729	0071640423	001	67
0000867996	00729	0044414303	001	142
0000867996	00729	0095972661	001	186
0000867996	00729	0070961923	001	162
0000867996	00729	0063025927	001	162
0000867996	00729	0015676930	001	120
0000867996	00729	0007399027	001	77
0000867996	00729	0030525122	001	105
0000867996	00729	0065067213	001	135
0000867996	00729	0086347060	001	162
0000867996	00729	0064979353	001	61
0000867996	00729	0041757730	001	53
0000867996	00729	0010210757	001	161
0000867996	00729	0009822975	001	84
0000867996	00729	0098201253	001	116
0000867996	00729	0017473223	001	147
0000867996	00729	0096208541	001	49
0000867996	00729	0000204423	001	159
0000867996	00729	0081933827	001	94
0000867996	00729	0047894739	001	140
0000867996	00729	0008410186	001	27
0000867996	00729	0004923240	001	136
0000867996	00729	0084442046	001	86
0000867996	00729	0009085507	001	77
0000867996	00729	0054924199	001	25
0000867996	00729	0028898920	001	53
0000867996	00729	0022057578	001	137
0000867996	00729	0000183433	001	135
0000867996	00729	0007234457	001	82
0000867996	00729	0027283156	001	175
0000867996	00729	0080644189	001	123
0000867996	00729	0042508251	001	42
0000867996	00729	0016260048	001	156
0000867996	00729	0045473007	001	49
0000867996	00729	0099052161	001	174
0000867996	00729	0042403562	001	163
0000867996	00729	0062811085	001	92
0000867996	00729	0035240628	001	11
0000867996	00729	0005772605	001	121
0000867996	00729	0037875821	001	199
0000867996	00729	0047612366	001	92
0000867996	00729	0062968546	001	125
0000867996	00729	0093025330	001	116
0000867996	00729	0075188670	001	155
0000867996	00729	0055149447	001	23
0000867996	00729	0040681825	001	107
0000867996	00729	0096276227	001	182
0000867996	00729	0077873777	001	105
0000867996	00729	0032742464	001	200
0000867996	00729	0033321908	001	54
0000867996	00729	0081038924	001	40
0000867996	00729	0008522738	001	173
0000867996	00729	0091626569	001	170
0000867996	00729	0009503797	001	167
0000867996	00729	0062647874	001	75
0000867996	00729	0096922929	001	75
0000867996	00729	0067317637	001	47
0000867996	00729	0007212862	001	125
0000867996	00729	0088638104	001	6
0000867996	00729	0046578301	001	41
0000867996	00729	0040804468	001	157
0000867996	00729	0094025515	001	188
0000867996	00729	0056884159	001	60
0000867996	00729	0049789018	001	91
0000867996	00729	0094479769	001	77
0000867996	00729	0061980644	001	165
0000867996	00729	0018949429	001	52
0000867996	00729	0074813051	001	109
0000867996	00729	0046499285	001	80
0000867996	00729	0044600389	001	185
0000867996	00729	0084247032	001	120
0000867996	00729	0087563967	001	141
0000867996	00729	0082720614	001	24
0000867996	00729	0087028050	001	147
0000867996	00729	0010696958	001	13
0000867996	00729	0096942707	001	28
0000867996	00729	0056596219	001	179
0000867996	00729	0091360652	001	91
0000867996	00729	0063684783	001	37
0000867996	00729	0049003517	001	61
0000867996	00729	0020227299	001	29
0000867996	00729	0019253122	001	74
0000867996	00729	0003156558	001	55
0000867996	00729	0041538836	001	59
0000867996	00729	0052757931	001	20
0000867996	00729	0006816180	001	172
0000867996	00729	0069871515	001	67
0000867996	00729	0089411246	001	53
0000867996	00729	0065165818	001	114
0000867996	00729	0001291008	001	113
0000867996	00729	0021660813	001	68
0000867996	00729	0019644817	001	90
0000867996	00729	0017265272	001	64
0000867996	00729	0061563945	001	140
0000867996	00729	0080666643	001	155
0000867996	00729	0049330491	001	61
0000867996	00729	0077121167	001	73
0000867996	00729	0026133885	001	195
0000867996	00729	0080551030	001	116
0000867996	00729	0000352956	001	193
0000867996	00729	0035618544	001	127
0000867996	00729	0065276895	001	1
0000867996	00729	0026737449	001	131
0000867996	00729	0098478860	001	73
0000867996	00729	0094658628	001	126
0000867996	00729	0021475718	001	143
0000867996	00729	0073683560	001	189
0000867996	00729	0080723079	001	190
0000867996	00729	0071227511	001	69
0000867996	00729	0047945226	001	136
0000867996	00729	0078121105	001	135
0000867996	00729	0078894729	001	37
0000867996	00729	0038021235	001	113
0000867996	00729	0026249594	001	29
0000867996	00729	0093518908	001	141
0000867996	00729	0070434346	001	157
0000867996	00729	0028491289	001	153
0000867996	00729	0061624288	001	139
0000867996	00729	0030004344	001	16
0000867996	00729	0081591863	001	149
0000867996	00729	0027132989	001	66
0000867996	00729	0098057227	001	147
0000867996	00729	0094090815	001	180
0000867996	00729	0092632869	001	47
0000867996	00729	0056819456	001	93
0000867996	00729	0027435313	001	11
0000867996	00729	0057189126	001	49
0000867996	00729	0026033670	001	107
0000867996	00729	0073112719	001	25
0000867996	00729	0012463020	001	192
0000867996	00729	0070796558	001	80
0000867996	00729	0096235041	001	42
0000867996	00729	0074013681	001	131
0000867996	00729	0048294924	001	151
0000867996	00729	0069143856	001	9
0000867996	00729	0079229112	001	191
0000867996	00729	0045244729	001	54
0000867996	00729	0099286595	001	119
0000867996	00729	0056275578	001	176
0000867996	00729	0083083595	001	130
0000867996	00729	0084245115	001	81
0000867996	00729	0085919922	001	12
0000867996	00729	0054951032	001	61
0000867996	00729	0011925517	001	64
0000867996	00729	0080826470	001	16
0000867996	00729	0051188179	001	2
0000867996	00729	0095593889	001	29
0000867996	00729	0026214893	001	17
0000867996	00729	0097739345	001	148
0000867996	00729	0023347037	001	192
0000867996	00729	0098125026	001	190
0000867996	00729	0062734879	001	40
0000867996	00729	0072988583	001	157
0000867996	00729	0050213005	001	36
0000867996	00729	0088855628	001	114
0000867996	00729	0013852305	001	161
0000867996	00729	0047842220	001	188
0000867996	00729	0053504597	001	117
0000867996	00729	0084105859	001	133
0000867996	00729	0021493993	001	35
0000867996	00729	0099645310	001	164
0000867996	00729	0067292964	001	120
0000867996	00729	0039167447	001	109
0000867996	00729	0015468479	001	140
0000867996	00729	0097017394	001	112
0000867996	00729	0092385969	001	178
0000867996	00729	0020000433	001	52
0000867996	00729	0098472070	001	30
0000867996	00729	0078610609	001	50
0000867996	00729	0013844300	001	64
0000867996	00729	0069431404	001	53
0000867996	00729	0080877693	001	47
0000867996	00729	0057867257	001	1
0000867996	00729	0031538251	001	192
0000867996	00729	0056851265	001	188
0000867996	00729	0045396128	001	175
0000867996	00729	0083421010	001	27
0000867996	00729	0020999428	001	146
0000867996	00729	0056825339	001	43
0000867996	00729	0090134272	001	27
0000867996	00729	0008633719	001	29
0000867996	00729	0082034937	001	141
0000867996	00729	0091409433	001	41
0000867996	00729	0023900513	001	48
0000867996	00729	0007692861	001	9
0000867996	00729	0018406321	001	176
0000867996	00729	0085789344	001	31
0000867996	00729	0092559792	001	126
0000867996	00729	0042623627	001	194
0000867996	00729	0013739423	001	166
0000867996	00729	0047127998	001	39
0000867996	00729	0082538008	001	114
0000867996	00729	0082443189	001	33
0000867996	00729	0055518977	001	198
0000867996	00729	0030737972	001	113
0000867996	00729	0090073998	001	101
0000867996	00729	0059849778	001	71
0000867996	00729	0047935473	001	60
0000867996	00729	0018873567	001	100
0000867996	00729	0025572098	001	187
0000867996	00729	0087845055	001	116
0000867996	00729	0096635218	001	71
0000867996	00729	0033355542	001	149
0000867996	00729	0055657839	001	34
0000867996	00729	0037394890	001	3
0000867996	00729	0071291461	001	148
0000867996	00729	0065189084	001	184
0000867996	00729	0009993510	001	42
0000867996	00729	0090117517	001	144
0000867996	00729	0043701834	001	126
0000867996	00729	0036950196	001	12
0000867996	00729	0073140590	001	107
0000867996	00729	0044387240	001	156
0000867996	00729	0001250125	001	84
0000867996	00729	0060937612	001	130
0000867996	00729	0029271432	001	91
0000867996	00729	0089166761	001	9
0000867996	00729	0021425164	001	106
0000867996	00729	0069151105	001	11
0000867996	00729	0012508769	001	91
0000867996	00729	0019498683	001	38
0000867996	00729	0046038120	001	172
0000867996	00729	0097328184	001	162
0000867996	00729	0026272056	001	144
0000867996	00729	0064779024	001	96
0000867996	00729	0097087109	001	1
0000867996	00729	0038817393	001	82
0000867996	00729	0008623115	001	191
0000867996	00729	0074767560	001	114
0000867996	00729	0086796349	001	27
0000867996	00729	0074790053	001	73
0000867996	00729	0055749778	001	100
0000867996	00729	0043626599	001	36
0000867996	00729	0078514030	001	126
0000867996	00729	0048158632	001	190
0000867996	00729	0068715532	001	109
0000867996	00729	0094619754	001	157
0000867996	00729	0020564413	001	79
0000867996	00729	0077366275	001	171
0000867996	00729	0097083950	001	2
0000867996	00729	0038280932	001	113
0000867996	00729	0080742428	001	10
0000867996	00729	0080938826	001	38
0000867996	00729	0053948275	001	60
0000867996	00729	0054817930	001	170
0000867996	00729	0028119898	001	54
0000867996	00729	0044016643	001	91
0000867996	00729	0040377309	001	86
0000867996	00729	0028753009	001	156
0000867996	00729	0072335295	001	115
0000867996	00729	0061282013	001	31
0000867996	00729	0058187031	001	116
0000867996	00729	0025483779	001	122
0000867996	00729	0028503360	001	21
0000867996	00729	0051793721	001	52
0000867996	00729	0039547141	001	171
0000867996	00729	0007244861	001	1
0000867996	00729	0055130356	001	22
0000867996	00729	0011192026	001	82
0000867996	00729	0071838750	001	100
0000867996	00729	0006372918	001	15
0000867996	00729	0018295037	001	41
0000867996	00729	0024047518	001	175
0000867996	00729	0089044803	001	80
0000867996	00729	0062545554	001	50
0000867996	00729	0057138825	001	136
0000867996	00729	0061922530	001	105
0000867996	00729	0073782909	001	198
0000867996	00729	0094214064	001	33
0000867996	00729	0047023777	001	108
0000867996	00729	0023481858	001	134
0000867996	00729	0071549840	001	143
0000867996	00729	0074548977	001	113
0000867996	00729	0083559136	001	20
0000867996	00729	0054386492	001	106
0000867996	00729	0091234380	001	168
0000867996	00729	0017530523	001	184
0000867996	00729	0095212157	001	122
0000867996	00729	0069779552	001	56
0000867996	00729	0025949987	001	4
0000867996	00729	0092317720	001	164
0000867996	00729	0068279986	001	98
0000867996	00729	0079746695	001	187
0000867996	00729	0024014188	001	87
0000867996	00729	0025541541	001	91
0000867996	00729	0045002383	001	79
0000867996	00729	0044739533	001	43
0000867996	00729	0075330053	001	54
0000867996	00729	0027086312	001	92
0000867996	00729	0023905011	001	143
0000867996	00729	0026548186	001	85
0000867996	00729	0037916575	001	161
0000867996	00729	0059372388	001	35
0000867996	00729	0070261628	001	118
0000867996	00729	0084343897	001	135
0000867996	00729	0038362101	001	186
0000867996	00729	0029050208	001	180
0000867996	00729	0092583087	001	10
0000867996	00729	0093511220	001	78
0000867996	00729	0043869100	001	194
0000867996	00729	0082318004	001	15
0000867996	00729	0059009644	001	112
0000867996	00729	0040706704	001	177
0000867996	00729	0022876664	001	196
0000867996	00729	0055654178	001	91
0000867996	00729	0028436700	001	117
0000867996	00729	0091441976	001	152
0000867996	00729	0020246128	001	38
0000867996	00729	0037403512	001	24
0000867996	00729	0087835884	001	145
0000867996	00729	0064634994	001	124
0000867996	00729	0000046791	001	174
0000867996	00729	0014573129	001	5
0000867996	00729	0023428996	001	61
0000867996	00729	0089325739	001	172
0000867996	00729	0032859893	001	68
0000867996	00729	0048865979	001	6
0000867996	00729	0025718315	001	59
0000867996	00729	0002310640	001	137
0000867996	00729	0087791103	001	79
0000867996	00729	0013785700	001	167
0000867996	00729	0041696728	001	160
0000867996	00729	0017204278	001	67
0000867996	00729	0087149040	001	27
0000867996	00729	0044032081	001	190
0000867996	00729	0019171344	001	107
0000867996	00729	0067126426	001	101
0000867996	00729	0014954074	001	152
0000867996	00729	0040135279	001	199
0000867996	00729	0084706840	001	192
0000867996	00729	0073029280	001	48
0000867996	00729	0000882707	001	90
0000867996	00729	0084688777	001	168
0000867996	00729	0090023236	001	16
0000867996	00729	0004000529	001	31
0000867996	00729	0092752946	001	78
0000867996	00729	0043643577	001	150
0000867996	00729	0063238192	001	54
0000867996	00729	0017872042	001	174
0000867996	00729	0069018398	001	97
0000867996	00729	0078633417	001	126
0000867996	00729	0045252991	001	169
0000867996	00729	0041366655	001	81
